name,optimum
n_800_c_100000000_g_14_f_0.1_eps_0.001_s_200,100016398
n_1000_c_1000000_g_10_f_0.2_eps_0.1_s_100,1004084
n_400_c_1000000_g_10_f_0.1_eps_0.1_s_100,1001297
n_1000_c_100000000_g_10_f_0.2_eps_0.1_s_300,99994247
n_400_c_10000000000_g_10_f_0.1_eps_0.1_s_300,9996102750
n_600_c_10000000000_g_2_f_0.2_eps_0.1_s_200,6000011356
n_400_c_10000000000_g_2_f_0.1_eps_0.1_s_200,6000004415
n_1200_c_10000000000_g_2_f_0.2_eps_0_s_100,5000012883
n_800_c_10000000000_g_6_f_0.2_eps_0.01_s_300,9975025709
n_600_c_10000000000_g_2_f_0.3_eps_0_s_300,5000029025
n_400_c_100000000_g_14_f_0.3_eps_0.0001_s_300,100016487
n_800_c_10000000000_g_6_f_0.1_eps_1e-05_s_300,9690620380
n_1000_c_1000000_g_14_f_0.3_eps_1e-05_s_200,1026304
n_600_c_1000000_g_6_f_0.1_eps_0.1_s_200,1000412
n_1000_c_10000000000_g_14_f_0.3_eps_0.001_s_100,-1
n_800_c_100000000_g_6_f_0.3_eps_0.001_s_200,100003021
n_600_c_1000000_g_6_f_0.1_eps_0.0001_s_300,987016
n_1000_c_100000000_g_10_f_0.2_eps_0.0001_s_100,100008985
n_1000_c_10000000000_g_14_f_0.1_eps_1e-05_s_200,-1
n_1000_c_1000000_g_10_f_0.3_eps_1e-05_s_100,1011330
n_1000_c_10000000000_g_6_f_0.1_eps_0.01_s_300,9975016229
n_800_c_1000000_g_10_f_0.2_eps_0.01_s_200,1011603
n_1000_c_1000000_g_6_f_0.2_eps_0.0001_s_300,1009837
n_1200_c_10000000000_g_2_f_0.2_eps_0.01_s_100,5100011912
n_1000_c_1000000_g_10_f_0.3_eps_0.01_s_100,1008669
n_800_c_100000000_g_6_f_0.2_eps_0_s_300,96908503
n_1000_c_100000000_g_2_f_0.1_eps_0.001_s_300,50115756
n_1200_c_1000000_g_10_f_0.1_eps_0.1_s_300,1007757
n_600_c_10000000000_g_10_f_0.3_eps_0.01_s_100,9999233682
n_400_c_100000000_g_2_f_0.3_eps_0_s_100,50006357
n_600_c_100000000_g_6_f_0.3_eps_0.001_s_100,99987626
n_600_c_100000000_g_10_f_0.3_eps_0.001_s_300,100021421
n_600_c_100000000_g_2_f_0.2_eps_0.0001_s_200,50022752
n_1200_c_100000000_g_6_f_0.1_eps_0_s_100,96883825
n_400_c_1000000_g_2_f_0.2_eps_0.001_s_200,509129
n_1200_c_100000000_g_2_f_0.3_eps_1e-05_s_300,50053612
n_400_c_10000000000_g_14_f_0.3_eps_0.01_s_200,-1
n_1200_c_10000000000_g_14_f_0.1_eps_0.1_s_200,9999769919
n_600_c_100000000_g_10_f_0.3_eps_0.1_s_200,99981327
n_1200_c_1000000_g_6_f_0.2_eps_1e-05_s_200,999010
n_600_c_10000000000_g_2_f_0.2_eps_0.1_s_300,6000018158
n_600_c_1000000_g_2_f_0.1_eps_0.1_s_300,609079
n_1000_c_1000000_g_10_f_0.2_eps_1e-05_s_100,1009803
n_800_c_100000000_g_14_f_0.3_eps_0_s_300,100028067
n_400_c_100000000_g_10_f_0.1_eps_0.001_s_300,100012595
n_600_c_100000000_g_10_f_0.3_eps_0.0001_s_300,100020401
n_400_c_1000000_g_14_f_0.3_eps_0.001_s_200,1009630
n_800_c_100000000_g_2_f_0.1_eps_0.0001_s_300,50022269
n_400_c_1000000_g_10_f_0.1_eps_1e-05_s_200,1008373
n_1000_c_10000000000_g_10_f_0.3_eps_0.01_s_300,9999279316
n_800_c_1000000_g_6_f_0.2_eps_0.0001_s_300,1003965
n_600_c_100000000_g_14_f_0.3_eps_0.01_s_200,100013310
n_800_c_10000000000_g_14_f_0.3_eps_0.01_s_100,-1
n_1200_c_1000000_g_6_f_0.2_eps_0.01_s_200,1010729
n_800_c_100000000_g_10_f_0.1_eps_0_s_300,99858122
n_1200_c_1000000_g_6_f_0.1_eps_0_s_200,987989
n_1200_c_1000000_g_6_f_0.2_eps_0.01_s_300,1017000
n_800_c_1000000_g_6_f_0.1_eps_0_s_300,988629
n_600_c_100000000_g_2_f_0.3_eps_1e-05_s_100,50010406
n_1200_c_100000000_g_10_f_0.2_eps_1e-05_s_200,100021111
n_1200_c_1000000_g_2_f_0.2_eps_0.1_s_100,612104
n_400_c_10000000000_g_6_f_0.1_eps_0.01_s_100,9975002772
n_600_c_10000000000_g_10_f_0.2_eps_0.01_s_200,9999240978
n_800_c_1000000_g_10_f_0.1_eps_0_s_300,1020333
n_1000_c_1000000_g_10_f_0.2_eps_0.01_s_300,1022377
n_600_c_1000000_g_10_f_0.2_eps_0.001_s_200,1012130
n_800_c_100000000_g_10_f_0.2_eps_0.01_s_100,100005245
n_600_c_10000000000_g_2_f_0.1_eps_0.0001_s_300,5001009562
n_600_c_10000000000_g_2_f_0.3_eps_1e-05_s_200,5000118305
n_600_c_100000000_g_14_f_0.3_eps_1e-05_s_200,100014990
n_600_c_1000000_g_2_f_0.1_eps_1e-05_s_300,509845
n_1000_c_100000000_g_14_f_0.2_eps_0_s_100,100011473
n_1000_c_100000000_g_10_f_0.1_eps_0_s_200,99842325
n_1000_c_1000000_g_2_f_0.1_eps_0_s_100,504948
n_1200_c_10000000000_g_6_f_0.3_eps_0.01_s_300,9975056627
n_400_c_10000000000_g_10_f_0.3_eps_0.001_s_300,9999875156
n_600_c_10000000000_g_14_f_0.1_eps_0.1_s_100,9999760170
n_400_c_100000000_g_2_f_0.2_eps_1e-05_s_300,50012692
n_400_c_100000000_g_14_f_0.2_eps_0.0001_s_300,100015078
n_1000_c_1000000_g_2_f_0.1_eps_0.001_s_200,510730
n_400_c_100000000_g_14_f_0.1_eps_0.0001_s_100,100005114
n_400_c_1000000_g_2_f_0.1_eps_0.01_s_300,517209
n_800_c_1000000_g_14_f_0.1_eps_0.0001_s_200,1019595
n_1200_c_100000000_g_6_f_0.3_eps_0.01_s_300,99803360
n_600_c_1000000_g_14_f_0.1_eps_0.1_s_100,1001985
n_800_c_1000000_g_2_f_0.1_eps_0.01_s_200,517989
n_800_c_100000000_g_14_f_0.3_eps_0.001_s_200,100019722
n_600_c_1000000_g_6_f_0.2_eps_0.01_s_300,1009435
n_600_c_10000000000_g_10_f_0.2_eps_0.1_s_300,9996114833
n_600_c_1000000_g_14_f_0.1_eps_0.001_s_300,1021128
n_400_c_10000000000_g_6_f_0.3_eps_0.1_s_200,9937513040
n_800_c_1000000_g_2_f_0.3_eps_0_s_300,534494
n_800_c_10000000000_g_6_f_0.3_eps_0.001_s_200,9997529814
n_400_c_10000000000_g_6_f_0.1_eps_1e-05_s_100,9690604184
n_800_c_100000000_g_6_f_0.3_eps_0.1_s_300,99411442
n_400_c_10000000000_g_14_f_0.2_eps_0_s_200,9998809967
n_800_c_100000000_g_2_f_0.1_eps_0.001_s_100,50103720
n_400_c_10000000000_g_6_f_0.2_eps_0.1_s_300,9937515188
n_400_c_100000000_g_6_f_0.1_eps_0.001_s_300,99988758
n_1000_c_100000000_g_6_f_0.3_eps_0.0001_s_300,97238288
n_1200_c_100000000_g_14_f_0.2_eps_0_s_300,100039367
n_400_c_10000000000_g_2_f_0.3_eps_0.1_s_100,6000006471
n_1000_c_1000000_g_10_f_0.1_eps_0.0001_s_200,1015989
n_600_c_100000000_g_14_f_0.2_eps_0_s_200,100015655
n_600_c_100000000_g_2_f_0.3_eps_0.0001_s_100,50019391
n_800_c_1000000_g_10_f_0.1_eps_0.01_s_200,1009806
n_1200_c_1000000_g_6_f_0.2_eps_0.001_s_300,1017506
n_1200_c_100000000_g_10_f_0.1_eps_0.0001_s_100,100009410
n_1200_c_10000000000_g_6_f_0.3_eps_0.001_s_200,9997542090
n_800_c_100000000_g_14_f_0.3_eps_0.0001_s_200,100018873
n_800_c_10000000000_g_14_f_0.3_eps_0_s_100,-1
n_600_c_100000000_g_10_f_0.3_eps_0_s_100,99822952
n_400_c_10000000000_g_2_f_0.1_eps_0.0001_s_100,5001001990
n_800_c_10000000000_g_6_f_0.2_eps_0.0001_s_300,9718534476
n_1000_c_100000000_g_14_f_0.3_eps_0.001_s_100,100011040
n_600_c_10000000000_g_10_f_0.1_eps_1e-05_s_200,-1
n_800_c_10000000000_g_6_f_0.1_eps_0.1_s_200,9937509640
n_800_c_100000000_g_10_f_0.3_eps_0.001_s_300,100027156
n_800_c_1000000_g_10_f_0.2_eps_0.0001_s_300,1023047
n_600_c_1000000_g_14_f_0.3_eps_0.1_s_100,1003439
n_1000_c_100000000_g_14_f_0.2_eps_0.1_s_300,100012158
n_1000_c_1000000_g_10_f_0.3_eps_0.0001_s_300,1032132
n_400_c_10000000000_g_14_f_0.1_eps_0.1_s_200,9999762461
n_1000_c_10000000000_g_10_f_0.3_eps_0.001_s_100,-1
n_1200_c_1000000_g_14_f_0.3_eps_0_s_200,1029155
n_1200_c_1000000_g_10_f_0.3_eps_0.01_s_300,1027625
n_1000_c_1000000_g_14_f_0.2_eps_0.01_s_100,1008730
n_400_c_1000000_g_10_f_0.2_eps_0.1_s_200,1003749
n_600_c_1000000_g_6_f_0.1_eps_0.0001_s_200,982666
n_800_c_100000000_g_14_f_0.2_eps_0.01_s_300,100021618
n_400_c_1000000_g_6_f_0.1_eps_0_s_300,980653
n_1200_c_10000000000_g_6_f_0.2_eps_0_s_100,9687514660
n_1000_c_1000000_g_6_f_0.2_eps_0.01_s_100,1004196
n_1000_c_1000000_g_2_f_0.2_eps_1e-05_s_100,509989
n_400_c_1000000_g_14_f_0.3_eps_0.0001_s_100,1005591
n_1000_c_1000000_g_6_f_0.3_eps_0.01_s_300,1019285
n_800_c_10000000000_g_14_f_0.1_eps_0.001_s_100,-1
n_400_c_1000000_g_10_f_0.1_eps_0.0001_s_300,1012190
n_800_c_1000000_g_6_f_0.2_eps_0.0001_s_200,994712
n_600_c_1000000_g_14_f_0.1_eps_1e-05_s_200,1014749
n_800_c_10000000000_g_10_f_0.2_eps_0.001_s_100,9999863016
n_600_c_1000000_g_6_f_0.3_eps_0.1_s_100,1002415
n_1200_c_100000000_g_2_f_0.1_eps_0.1_s_200,60012892
n_400_c_10000000000_g_6_f_0.3_eps_1e-05_s_200,9690615471
n_600_c_1000000_g_2_f_0.2_eps_0.001_s_100,507378
n_1000_c_1000000_g_14_f_0.1_eps_0.0001_s_200,1023801
n_600_c_10000000000_g_14_f_0.3_eps_0_s_100,-1
n_1000_c_10000000000_g_6_f_0.2_eps_0.001_s_300,9997537116
n_600_c_10000000000_g_14_f_0.1_eps_0.001_s_300,-1
n_1000_c_100000000_g_14_f_0.3_eps_1e-05_s_200,100025850
n_400_c_10000000000_g_6_f_0.2_eps_0_s_300,9687516666
n_1000_c_100000000_g_10_f_0.2_eps_0.01_s_100,100005870
n_1000_c_1000000_g_10_f_0.3_eps_0.001_s_300,1032928
n_1000_c_1000000_g_14_f_0.1_eps_0.01_s_200,1014249
n_1000_c_10000000000_g_10_f_0.3_eps_1e-05_s_300,-1
n_600_c_100000000_g_2_f_0.1_eps_0.1_s_200,60005942
n_1200_c_10000000000_g_10_f_0.1_eps_0.001_s_100,-1
n_400_c_1000000_g_6_f_0.1_eps_0.01_s_300,1003132
n_400_c_100000000_g_6_f_0.3_eps_0.001_s_100,99983384
n_1000_c_100000000_g_2_f_0.2_eps_0.01_s_200,51021132
n_1000_c_1000000_g_10_f_0.1_eps_0.0001_s_300,1022365
n_800_c_1000000_g_2_f_0.3_eps_0.0001_s_100,513034
n_800_c_10000000000_g_14_f_0.3_eps_0_s_300,-1
n_400_c_100000000_g_14_f_0.2_eps_0_s_100,100002807
n_800_c_100000000_g_2_f_0.3_eps_0.01_s_200,51023935
n_600_c_1000000_g_2_f_0.1_eps_0.0001_s_200,506450
n_1200_c_100000000_g_2_f_0.3_eps_0.01_s_100,51018427
n_1200_c_1000000_g_10_f_0.1_eps_0.001_s_200,1018287
n_1200_c_10000000000_g_2_f_0.1_eps_0_s_200,5000011635
n_1000_c_10000000000_g_10_f_0.3_eps_0_s_200,9980524086
n_600_c_100000000_g_6_f_0.2_eps_0.1_s_300,99395715
n_800_c_10000000000_g_2_f_0.3_eps_0.001_s_100,5010011985
n_400_c_1000000_g_6_f_0.2_eps_0.01_s_100,1001765
n_1000_c_1000000_g_14_f_0.1_eps_0.001_s_300,1032591
n_800_c_1000000_g_2_f_0.1_eps_1e-05_s_100,504243
n_1000_c_10000000000_g_2_f_0.3_eps_0.0001_s_100,5001016164
n_1200_c_10000000000_g_14_f_0.3_eps_0.01_s_300,-1
n_800_c_100000000_g_10_f_0.1_eps_0.01_s_300,100013423
n_1200_c_1000000_g_14_f_0.3_eps_1e-05_s_200,1030527
n_800_c_1000000_g_2_f_0.2_eps_0_s_300,525143
n_400_c_100000000_g_2_f_0.2_eps_1e-05_s_100,50005009
n_400_c_10000000000_g_2_f_0.3_eps_0.1_s_200,6000012054
n_1000_c_1000000_g_2_f_0.3_eps_0.01_s_100,525839
n_400_c_100000000_g_6_f_0.3_eps_0.01_s_100,99756502
n_1200_c_100000000_g_10_f_0.1_eps_0.1_s_200,99974884
n_400_c_1000000_g_6_f_0.3_eps_0.1_s_300,1008061
n_800_c_1000000_g_14_f_0.3_eps_0.001_s_100,1010778
n_1200_c_10000000000_g_14_f_0.1_eps_0.001_s_200,-1
n_1000_c_100000000_g_6_f_0.2_eps_0.1_s_300,99406910
n_600_c_100000000_g_14_f_0.1_eps_1e-05_s_300,100019252
n_800_c_1000000_g_6_f_0.1_eps_0.0001_s_100,978580
n_800_c_1000000_g_14_f_0.1_eps_1e-05_s_200,1016811
n_400_c_100000000_g_2_f_0.1_eps_0_s_300,50006936
n_400_c_100000000_g_10_f_0.3_eps_1e-05_s_300,99970439
n_1000_c_1000000_g_14_f_0.1_eps_0.001_s_200,1019823
n_400_c_10000000000_g_10_f_0.2_eps_0.0001_s_300,9999960689
n_600_c_1000000_g_10_f_0.2_eps_0.0001_s_200,1012465
n_1000_c_1000000_g_10_f_0.2_eps_0.1_s_200,1009304
n_800_c_1000000_g_10_f_0.1_eps_0.1_s_200,1004759
n_1000_c_100000000_g_10_f_0.3_eps_0.001_s_100,100009978
n_600_c_100000000_g_10_f_0.1_eps_0.01_s_100,100000360
n_800_c_1000000_g_2_f_0.1_eps_0.0001_s_100,504096
n_600_c_1000000_g_14_f_0.1_eps_1e-05_s_100,1007254
n_800_c_1000000_g_6_f_0.3_eps_0_s_200,998609
n_800_c_1000000_g_6_f_0.1_eps_0.1_s_100,998198
n_1200_c_100000000_g_2_f_0.3_eps_0.01_s_200,51035608
n_1200_c_10000000000_g_6_f_0.2_eps_0.01_s_200,9975026247
n_800_c_1000000_g_2_f_0.3_eps_0.01_s_100,521598
n_800_c_1000000_g_6_f_0.1_eps_1e-05_s_100,976220
n_1000_c_1000000_g_2_f_0.2_eps_0.001_s_100,511418
n_800_c_10000000000_g_10_f_0.2_eps_0.0001_s_100,9999949865
n_600_c_100000000_g_2_f_0.2_eps_0.01_s_200,51012813
n_1200_c_10000000000_g_14_f_0.2_eps_0.0001_s_300,10000040345
n_1000_c_1000000_g_6_f_0.1_eps_1e-05_s_300,992706
n_1200_c_100000000_g_14_f_0.1_eps_0_s_200,100026786
n_1200_c_100000000_g_2_f_0.2_eps_0.001_s_100,50111709
n_1200_c_10000000000_g_2_f_0.1_eps_0.001_s_100,5010005909
n_1200_c_10000000000_g_2_f_0.1_eps_0_s_100,5000006264
n_1000_c_10000000000_g_14_f_0.3_eps_0.001_s_300,-1
n_1200_c_100000000_g_10_f_0.3_eps_0.0001_s_200,100022067
n_400_c_1000000_g_14_f_0.1_eps_0.0001_s_200,1010141
n_800_c_1000000_g_6_f_0.3_eps_0.01_s_200,1011765
n_1200_c_1000000_g_14_f_0.1_eps_0_s_300,1038332
n_400_c_10000000000_g_6_f_0.3_eps_0.01_s_100,9975006824
n_1200_c_1000000_g_10_f_0.1_eps_0_s_100,1009307
n_800_c_100000000_g_2_f_0.2_eps_0_s_300,50024081
n_600_c_100000000_g_6_f_0.3_eps_0.01_s_300,99779949
n_600_c_100000000_g_14_f_0.3_eps_1e-05_s_100,100008258
n_400_c_1000000_g_6_f_0.1_eps_0.1_s_300,1000795
n_1200_c_10000000000_g_14_f_0.1_eps_0.0001_s_200,-1
n_1000_c_1000000_g_10_f_0.2_eps_0.001_s_200,1019839
n_1200_c_100000000_g_2_f_0.3_eps_0.0001_s_200,50045636
n_800_c_100000000_g_6_f_0.3_eps_0.01_s_100,99762610
n_1200_c_1000000_g_2_f_0.3_eps_0.001_s_100,519971
n_800_c_100000000_g_6_f_0.2_eps_0.01_s_300,99776516
n_800_c_100000000_g_2_f_0.1_eps_0_s_100,50003882
n_800_c_10000000000_g_14_f_0.1_eps_0_s_100,-1
n_1000_c_100000000_g_6_f_0.2_eps_0.01_s_200,99770797
n_400_c_1000000_g_10_f_0.3_eps_0.1_s_100,1002655
n_800_c_10000000000_g_10_f_0.3_eps_1e-05_s_300,-1
n_600_c_1000000_g_10_f_0.2_eps_0_s_200,1011312
n_600_c_100000000_g_6_f_0.2_eps_0.001_s_300,99999301
n_1200_c_1000000_g_10_f_0.2_eps_0.01_s_300,1022273
n_1200_c_1000000_g_14_f_0.2_eps_1e-05_s_200,1030859
n_600_c_1000000_g_2_f_0.1_eps_0.01_s_200,516237
n_600_c_10000000000_g_6_f_0.1_eps_0.01_s_100,9975003803
n_400_c_1000000_g_2_f_0.2_eps_0.001_s_100,505088
n_1000_c_10000000000_g_2_f_0.3_eps_0_s_100,5000015076
n_1000_c_100000000_g_2_f_0.2_eps_0.001_s_200,50120296
n_800_c_10000000000_g_6_f_0.2_eps_1e-05_s_300,9690632598
n_800_c_100000000_g_2_f_0.3_eps_0.01_s_100,51012610
n_1000_c_1000000_g_10_f_0.3_eps_0.1_s_200,1011843
n_400_c_100000000_g_10_f_0.2_eps_0.001_s_300,100013306
n_600_c_10000000000_g_2_f_0.2_eps_0.0001_s_200,5001012873
n_400_c_10000000000_g_10_f_0.1_eps_0.01_s_300,9999238224
n_1200_c_100000000_g_14_f_0.2_eps_0.001_s_100,100013683
n_400_c_1000000_g_10_f_0.2_eps_0.01_s_100,1004148
n_400_c_10000000000_g_2_f_0.1_eps_0_s_100,5000002142
n_800_c_10000000000_g_10_f_0.3_eps_0.01_s_100,9999236064
n_800_c_100000000_g_2_f_0.1_eps_0_s_300,50013294
n_1200_c_100000000_g_2_f_0.1_eps_0_s_200,50012257
n_1200_c_100000000_g_2_f_0.3_eps_0_s_300,50051416
n_400_c_10000000000_g_2_f_0.3_eps_0.01_s_300,5100017545
n_800_c_10000000000_g_10_f_0.1_eps_0.01_s_200,9999237292
n_600_c_1000000_g_6_f_0.1_eps_0.001_s_300,1007894
n_400_c_10000000000_g_14_f_0.1_eps_0.001_s_200,-1
n_800_c_100000000_g_6_f_0.1_eps_0.1_s_300,99388338
n_600_c_10000000000_g_6_f_0.1_eps_0.01_s_300,9975010685
n_1200_c_10000000000_g_6_f_0.2_eps_0_s_300,9687543816
n_1000_c_1000000_g_14_f_0.2_eps_0.1_s_200,1008699
n_400_c_100000000_g_2_f_0.2_eps_0.1_s_200,60008013
n_800_c_100000000_g_6_f_0.3_eps_1e-05_s_200,96933827
n_400_c_100000000_g_14_f_0.3_eps_1e-05_s_300,100018186
n_1200_c_10000000000_g_14_f_0.3_eps_0.0001_s_300,-1
n_400_c_100000000_g_6_f_0.3_eps_0_s_200,96891459
n_1200_c_10000000000_g_10_f_0.1_eps_1e-05_s_100,9999989681
n_1200_c_10000000000_g_14_f_0.3_eps_0.001_s_200,-1
n_1000_c_10000000000_g_14_f_0.3_eps_0_s_300,-1
n_400_c_1000000_g_14_f_0.1_eps_0.001_s_100,1005601
n_1200_c_10000000000_g_6_f_0.2_eps_0.0001_s_100,9718514755
n_1000_c_10000000000_g_14_f_0.1_eps_0.1_s_300,9999773489
n_800_c_1000000_g_14_f_0.1_eps_0.1_s_300,1005877
n_600_c_10000000000_g_10_f_0.3_eps_0.1_s_300,9996123499
n_1000_c_100000000_g_10_f_0.2_eps_0_s_300,99872564
n_1200_c_1000000_g_10_f_0.1_eps_0.01_s_100,1006130
n_1000_c_100000000_g_10_f_0.3_eps_1e-05_s_100,100009799
n_1200_c_100000000_g_10_f_0.2_eps_0.0001_s_300,100031065
n_1000_c_1000000_g_10_f_0.3_eps_0.001_s_100,1010273
n_800_c_10000000000_g_10_f_0.1_eps_1e-05_s_200,-1
n_600_c_1000000_g_10_f_0.2_eps_1e-05_s_100,1006292
n_800_c_1000000_g_6_f_0.2_eps_1e-05_s_300,998373
n_1000_c_1000000_g_14_f_0.1_eps_0.1_s_100,1002696
n_400_c_10000000000_g_10_f_0.3_eps_0.0001_s_300,9999964456
n_1000_c_10000000000_g_14_f_0.2_eps_1e-05_s_100,-1
n_400_c_10000000000_g_2_f_0.3_eps_1e-05_s_300,5000117638
n_400_c_100000000_g_14_f_0.3_eps_0.01_s_100,100005089
n_1200_c_100000000_g_10_f_0.2_eps_0.001_s_200,100022740
n_600_c_100000000_g_2_f_0.1_eps_0.001_s_100,50103322
n_800_c_1000000_g_10_f_0.3_eps_0.001_s_200,1016045
n_1000_c_100000000_g_10_f_0.3_eps_0.001_s_200,100021141
n_1000_c_10000000000_g_2_f_0.2_eps_1e-05_s_100,5000110229
n_1000_c_10000000000_g_2_f_0.2_eps_0.1_s_300,6000030672
n_600_c_10000000000_g_2_f_0.2_eps_0.0001_s_100,5001005856
n_1200_c_100000000_g_10_f_0.1_eps_0.01_s_200,100011192
n_400_c_10000000000_g_2_f_0.2_eps_0.001_s_300,5010012621
n_800_c_1000000_g_10_f_0.2_eps_0.0001_s_100,1007499
n_600_c_100000000_g_14_f_0.2_eps_0.0001_s_300,100023233
n_400_c_100000000_g_10_f_0.3_eps_0.0001_s_200,100009431
n_1200_c_1000000_g_14_f_0.1_eps_0.1_s_300,1008891
n_400_c_100000000_g_14_f_0.1_eps_0.1_s_300,100004408
n_1000_c_10000000000_g_2_f_0.1_eps_1e-05_s_200,5000110447
n_1200_c_100000000_g_2_f_0.2_eps_0.0001_s_200,50035020
n_1000_c_100000000_g_6_f_0.1_eps_0.1_s_100,99380794
n_600_c_10000000000_g_14_f_0.3_eps_0_s_300,9998844206
n_1000_c_10000000000_g_2_f_0.3_eps_0.001_s_300,5010044849
n_1000_c_100000000_g_14_f_0.2_eps_1e-05_s_300,100035150
n_600_c_10000000000_g_10_f_0.2_eps_0.001_s_300,9999890601
n_600_c_1000000_g_10_f_0.1_eps_1e-05_s_200,1010347
n_600_c_10000000000_g_10_f_0.1_eps_0.0001_s_200,9999951687
n_600_c_10000000000_g_2_f_0.2_eps_0_s_300,5000019441
n_400_c_100000000_g_14_f_0.3_eps_0.001_s_100,100005992
n_1000_c_100000000_g_14_f_0.2_eps_0_s_300,100036215
n_400_c_10000000000_g_14_f_0.2_eps_1e-05_s_300,-1
n_1200_c_100000000_g_14_f_0.1_eps_0.001_s_300,100035171
n_400_c_1000000_g_2_f_0.2_eps_1e-05_s_100,503987
n_1200_c_10000000000_g_2_f_0.1_eps_1e-05_s_100,5000106257
n_400_c_100000000_g_14_f_0.1_eps_0.001_s_200,100010384
n_600_c_1000000_g_6_f_0.2_eps_0.1_s_300,1007065
n_1000_c_1000000_g_14_f_0.3_eps_0.001_s_200,1024423
n_600_c_1000000_g_6_f_0.2_eps_0.001_s_100,1003416
n_800_c_10000000000_g_14_f_0.3_eps_0.0001_s_100,-1
n_600_c_100000000_g_2_f_0.3_eps_0_s_300,50027003
n_1000_c_100000000_g_2_f_0.3_eps_0.001_s_100,50114783
n_600_c_10000000000_g_2_f_0.3_eps_0.01_s_100,5100009135
n_600_c_1000000_g_10_f_0.3_eps_1e-05_s_300,1021901
n_600_c_1000000_g_10_f_0.2_eps_0_s_300,1019932
n_800_c_10000000000_g_6_f_0.2_eps_0.001_s_200,9997522724
n_1200_c_10000000000_g_6_f_0.1_eps_0.001_s_300,9997525702
n_1200_c_1000000_g_6_f_0.3_eps_0_s_300,1020873
n_1000_c_1000000_g_6_f_0.2_eps_0.001_s_200,1011572
n_1000_c_100000000_g_2_f_0.2_eps_0.01_s_300,51031353
n_800_c_100000000_g_10_f_0.2_eps_0.0001_s_200,100014980
n_1200_c_100000000_g_6_f_0.1_eps_0.0001_s_100,97193723
n_1200_c_1000000_g_6_f_0.1_eps_0.001_s_100,1003830
n_1200_c_10000000000_g_14_f_0.3_eps_0.001_s_100,-1
n_600_c_100000000_g_2_f_0.1_eps_0.01_s_100,51003102
n_1200_c_1000000_g_14_f_0.3_eps_0.1_s_300,1022243
n_1200_c_100000000_g_6_f_0.1_eps_0.01_s_300,99769693
n_1000_c_10000000000_g_6_f_0.3_eps_0.1_s_300,9937545724
n_800_c_1000000_g_10_f_0.1_eps_0.1_s_100,1001971
n_600_c_100000000_g_14_f_0.3_eps_0.1_s_200,100006733
n_400_c_10000000000_g_2_f_0.1_eps_0.0001_s_200,5001004377
n_1200_c_100000000_g_2_f_0.2_eps_0.1_s_300,60035911
n_400_c_10000000000_g_2_f_0.2_eps_0_s_100,5000003964
n_400_c_1000000_g_10_f_0.2_eps_0.001_s_300,1012897
n_400_c_1000000_g_10_f_0.3_eps_0.01_s_300,1012816
n_1200_c_10000000000_g_2_f_0.3_eps_0.1_s_100,6000019377
n_400_c_10000000000_g_10_f_0.2_eps_0.01_s_300,9999244924
n_1200_c_1000000_g_14_f_0.2_eps_0_s_100,1013254
n_400_c_10000000000_g_14_f_0.3_eps_1e-05_s_100,10000005492
n_1200_c_100000000_g_2_f_0.3_eps_0.1_s_300,60054309
n_600_c_1000000_g_2_f_0.3_eps_0.1_s_300,625752
n_400_c_100000000_g_6_f_0.1_eps_0_s_100,96879555
n_600_c_100000000_g_2_f_0.3_eps_0.01_s_200,51017832
n_800_c_10000000000_g_14_f_0.3_eps_0.1_s_100,9999768829
n_400_c_1000000_g_10_f_0.2_eps_0.0001_s_300,1016021
n_800_c_1000000_g_10_f_0.3_eps_0.1_s_300,1014334
n_800_c_100000000_g_14_f_0.3_eps_0.1_s_100,100005169
n_1200_c_1000000_g_10_f_0.1_eps_0_s_200,1017544
n_400_c_100000000_g_2_f_0.2_eps_0.01_s_200,51008039
n_400_c_10000000000_g_14_f_0.2_eps_0.001_s_300,-1
n_400_c_10000000000_g_14_f_0.2_eps_0.001_s_100,-1
n_600_c_10000000000_g_6_f_0.2_eps_0_s_300,9687526473
n_400_c_100000000_g_6_f_0.3_eps_0_s_300,96899763
n_800_c_1000000_g_6_f_0.1_eps_0.001_s_200,1006804
n_1200_c_100000000_g_10_f_0.3_eps_1e-05_s_200,100023661
n_400_c_10000000000_g_2_f_0.1_eps_1e-05_s_100,5000101912
n_600_c_100000000_g_2_f_0.1_eps_1e-05_s_300,50010814
n_1000_c_10000000000_g_14_f_0.3_eps_1e-05_s_300,-1
n_800_c_100000000_g_6_f_0.1_eps_0_s_200,96888327
n_1000_c_100000000_g_14_f_0.3_eps_0_s_200,100025540
n_800_c_100000000_g_14_f_0.1_eps_0.0001_s_100,100008766
n_1200_c_10000000000_g_14_f_0.1_eps_0_s_100,-1
n_600_c_10000000000_g_6_f_0.1_eps_1e-05_s_300,9690617376
n_1000_c_100000000_g_2_f_0.2_eps_0.0001_s_200,50030191
n_400_c_1000000_g_6_f_0.3_eps_0.01_s_200,1005000
n_600_c_1000000_g_6_f_0.2_eps_0_s_300,992615
n_400_c_10000000000_g_14_f_0.1_eps_0.01_s_200,-1
n_800_c_10000000000_g_2_f_0.1_eps_0.01_s_100,5100003862
n_600_c_100000000_g_10_f_0.3_eps_0.0001_s_100,100007352
n_800_c_1000000_g_14_f_0.2_eps_1e-05_s_300,1027407
